Size,PhaseName,MetricName,Sequence,MetricValue,Scenario,CaseName,RunIndex,Tool,Iteration
2,ReCheck,Time,5,49695282,User,ConnectedSegments,1,Java,1
2,LHS,Time,6,18635878,User,ConnectedSegments,1,Java,2
2,RHS,Time,7,275447,User,ConnectedSegments,1,Java,2
2,ReCheck,Time,8,40628517,User,ConnectedSegments,1,Java,2
2,LHS,Time,9,723419,User,ConnectedSegments,1,Java,3
2,RHS,Time,10,144931,User,ConnectedSegments,1,Java,3
2,ReCheck,Time,11,5418186,User,ConnectedSegments,1,Java,3
2,LHS,Time,12,694435,User,ConnectedSegments,1,Java,4
2,RHS,Time,13,141770,User,ConnectedSegments,1,Java,4
2,ReCheck,Time,14,13226311,User,ConnectedSegments,1,Java,4
2,LHS,Time,15,681810,User,ConnectedSegments,1,Java,5
2,RHS,Time,16,147377,User,ConnectedSegments,1,Java,5
2,ReCheck,Time,17,8204428,User,ConnectedSegments,1,Java,5
2,LHS,Time,18,498236,User,ConnectedSegments,1,Java,6
2,RHS,Time,19,141649,User,ConnectedSegments,1,Java,6
2,ReCheck,Time,20,5039881,User,ConnectedSegments,1,Java,6
2,LHS,Time,21,426425,User,ConnectedSegments,1,Java,7
2,RHS,Time,22,133547,User,ConnectedSegments,1,Java,7
2,ReCheck,Time,23,5024265,User,ConnectedSegments,1,Java,7
2,LHS,Time,24,405328,User,ConnectedSegments,1,Java,8
2,RHS,Time,25,133350,User,ConnectedSegments,1,Java,8
2,ReCheck,Time,26,5044535,User,ConnectedSegments,1,Java,8
2,LHS,Time,27,401442,User,ConnectedSegments,1,Java,9
2,RHS,Time,28,284158,User,ConnectedSegments,1,Java,9
2,ReCheck,Time,29,4996960,User,ConnectedSegments,1,Java,9
2,LHS,Time,30,468067,User,ConnectedSegments,1,Java,10
2,RHS,Time,31,131835,User,ConnectedSegments,1,Java,10
2,ReCheck,Time,32,5036840,User,ConnectedSegments,1,Java,10
