Size,PhaseName,MetricName,Sequence,MetricValue,Scenario,CaseName,RunIndex,Tool,Iteration
1,LHS,Time,3,82608,Repair,ConnectedSegments,2,Neo4j,1
1,RHS,Time,4,67798629,Repair,ConnectedSegments,2,Neo4j,1
1,ReCheck,Time,5,1517115342,Repair,ConnectedSegments,2,Neo4j,1
1,Read,Time,1,2040423773,Repair,RouteSensor,2,EMFIncQuery,1
1,Check,Time,2,26830,Repair,RouteSensor,2,EMFIncQuery,1
1,LHS,Time,3,10316,Repair,RouteSensor,2,EMFIncQuery,1
1,RHS,Time,4,5901808,Repair,RouteSensor,2,EMFIncQuery,1
1,ReCheck,Time,5,2256,Repair,RouteSensor,2,EMFIncQuery,1
8,Read,Time,1,5504557980,User,ConnectedSegments,1,EMFIncQuery,1
8,Check,Time,2,27868,User,ConnectedSegments,1,EMFIncQuery,1
8,LHS,Time,3,22881547,User,ConnectedSegments,1,EMFIncQuery,1
8,RHS,Time,4,5936006,User,ConnectedSegments,1,EMFIncQuery,1
8,ReCheck,Time,5,2842,User,ConnectedSegments,1,EMFIncQuery,1
8,LHS,Time,6,3859272,User,ConnectedSegments,1,EMFIncQuery,2
8,RHS,Time,7,3753823,User,ConnectedSegments,1,EMFIncQuery,2
8,ReCheck,Time,8,2316,User,ConnectedSegments,1,EMFIncQuery,2
8,LHS,Time,9,11392593,User,ConnectedSegments,1,EMFIncQuery,3
8,RHS,Time,10,3490764,User,ConnectedSegments,1,EMFIncQuery,3
8,ReCheck,Time,11,2388,User,ConnectedSegments,1,EMFIncQuery,3
8,LHS,Time,12,3225751,User,ConnectedSegments,1,EMFIncQuery,4
8,RHS,Time,13,3455988,User,ConnectedSegments,1,EMFIncQuery,4
8,ReCheck,Time,14,2421,User,ConnectedSegments,1,EMFIncQuery,4
8,LHS,Time,15,3081802,User,ConnectedSegments,1,EMFIncQuery,5
8,RHS,Time,16,3429149,User,ConnectedSegments,1,EMFIncQuery,5
8,ReCheck,Time,17,1967,User,ConnectedSegments,1,EMFIncQuery,5
2,Read,Time,1,1548159476,Repair,RouteSensor,2,Sesame,1
2,Check,Time,2,260469652,Repair,RouteSensor,2,Sesame,1
2,LHS,Time,3,19359,Repair,RouteSensor,2,Sesame,1
2,RHS,Time,4,50051726,Repair,RouteSensor,2,Sesame,1
2,ReCheck,Time,5,80118260,Repair,RouteSensor,2,Sesame,1
4,Read,Time,1,1966847800,Repair,PosLength,1,Sesame,1
4,Check,Time,2,587488029,Repair,PosLength,1,Sesame,1
4,LHS,Time,3,19443,Repair,PosLength,1,Sesame,1
4,RHS,Time,4,33385364,Repair,PosLength,1,Sesame,1
4,ReCheck,Time,5,122134499,Repair,PosLength,1,Sesame,1
4,Read,Time,1,8434325483,User,PosLength,3,Neo4j,1
4,Check,Time,2,2501116643,User,PosLength,3,Neo4j,1
4,LHS,Time,3,65769787,User,PosLength,3,Neo4j,1
4,RHS,Time,4,33365929,User,PosLength,3,Neo4j,1
4,ReCheck,Time,5,279510356,User,PosLength,3,Neo4j,1
4,LHS,Time,6,33208444,User,PosLength,3,Neo4j,2
4,RHS,Time,7,22020756,User,PosLength,3,Neo4j,2
4,ReCheck,Time,8,299770153,User,PosLength,3,Neo4j,2
4,LHS,Time,9,36576023,User,PosLength,3,Neo4j,3
4,RHS,Time,10,20921072,User,PosLength,3,Neo4j,3
4,ReCheck,Time,11,304132054,User,PosLength,3,Neo4j,3
4,LHS,Time,12,40461259,User,PosLength,3,Neo4j,4
4,RHS,Time,13,22904419,User,PosLength,3,Neo4j,4
4,ReCheck,Time,14,302949056,User,PosLength,3,Neo4j,4
4,LHS,Time,15,42067210,User,PosLength,3,Neo4j,5
4,RHS,Time,16,18508025,User,PosLength,3,Neo4j,5
4,ReCheck,Time,17,304567485,User,PosLength,3,Neo4j,5
8,Read,Time,1,3276025568,Repair,RouteSensor,3,Sesame,1
8,Check,Time,2,429891763,Repair,RouteSensor,3,Sesame,1
8,LHS,Time,3,19360,Repair,RouteSensor,3,Sesame,1
8,RHS,Time,4,222267293,Repair,RouteSensor,3,Sesame,1
8,ReCheck,Time,5,135934127,Repair,RouteSensor,3,Sesame,1
8,Read,Time,1,3296163346,Repair,RouteSensor,2,Sesame,1
8,Check,Time,2,440010058,Repair,RouteSensor,2,Sesame,1
8,LHS,Time,3,19095,Repair,RouteSensor,2,Sesame,1
8,RHS,Time,4,168604228,Repair,RouteSensor,2,Sesame,1
8,ReCheck,Time,5,149902904,Repair,RouteSensor,2,Sesame,1
8,Read,Time,1,3245005347,Repair,PosLength,2,Sesame,1
8,Check,Time,2,694331163,Repair,PosLength,2,Sesame,1
8,LHS,Time,3,19801,Repair,PosLength,2,Sesame,1
8,RHS,Time,4,47954601,Repair,PosLength,2,Sesame,1
8,ReCheck,Time,5,208829183,Repair,PosLength,2,Sesame,1
1,Read,Time,1,2027065223,Repair,RouteSensor,3,EMFIncQuery,1
1,Check,Time,2,26419,Repair,RouteSensor,3,EMFIncQuery,1
1,LHS,Time,3,9720,Repair,RouteSensor,3,EMFIncQuery,1
1,RHS,Time,4,6524999,Repair,RouteSensor,3,EMFIncQuery,1
1,ReCheck,Time,5,2238,Repair,RouteSensor,3,EMFIncQuery,1
2,Read,Time,1,7718590734,Repair,ConnectedSegments,1,Neo4j,1
2,Check,Time,2,5095458153,Repair,ConnectedSegments,1,Neo4j,1
2,LHS,Time,3,95736,Repair,ConnectedSegments,1,Neo4j,1
2,RHS,Time,4,66463221,Repair,ConnectedSegments,1,Neo4j,1
2,ReCheck,Time,5,1944746639,Repair,ConnectedSegments,1,Neo4j,1
2,Read,Time,1,1464693703,User,RouteSensor,1,Sesame,1
2,Check,Time,2,261880245,User,RouteSensor,1,Sesame,1
2,LHS,Time,3,1407591,User,RouteSensor,1,Sesame,1
2,RHS,Time,4,4141793,User,RouteSensor,1,Sesame,1
2,ReCheck,Time,5,79143207,User,RouteSensor,1,Sesame,1
2,LHS,Time,6,182343,User,RouteSensor,1,Sesame,2
2,RHS,Time,7,2411675,User,RouteSensor,1,Sesame,2
2,ReCheck,Time,8,68907126,User,RouteSensor,1,Sesame,2
2,LHS,Time,9,180938,User,RouteSensor,1,Sesame,3
2,RHS,Time,10,2436066,User,RouteSensor,1,Sesame,3
2,ReCheck,Time,11,51047389,User,RouteSensor,1,Sesame,3
2,LHS,Time,12,175696,User,RouteSensor,1,Sesame,4
2,RHS,Time,13,2260830,User,RouteSensor,1,Sesame,4
2,ReCheck,Time,14,43770176,User,RouteSensor,1,Sesame,4
2,LHS,Time,15,189411,User,RouteSensor,1,Sesame,5
2,RHS,Time,16,2326238,User,RouteSensor,1,Sesame,5
2,ReCheck,Time,17,34925677,User,RouteSensor,1,Sesame,5
8,Read,Time,1,12569910279,User,RouteSensor,2,Neo4j,1
8,Check,Time,2,3301015732,User,RouteSensor,2,Neo4j,1
8,LHS,Time,3,16698133,User,RouteSensor,2,Neo4j,1
8,RHS,Time,4,27514167,User,RouteSensor,2,Neo4j,1
8,ReCheck,Time,5,838196264,User,RouteSensor,2,Neo4j,1
8,LHS,Time,6,7298698,User,RouteSensor,2,Neo4j,2
8,RHS,Time,7,26492663,User,RouteSensor,2,Neo4j,2
8,ReCheck,Time,8,485402854,User,RouteSensor,2,Neo4j,2
8,LHS,Time,9,7383676,User,RouteSensor,2,Neo4j,3
8,RHS,Time,10,26390621,User,RouteSensor,2,Neo4j,3
8,ReCheck,Time,11,343629952,User,RouteSensor,2,Neo4j,3
8,LHS,Time,12,5990565,User,RouteSensor,2,Neo4j,4
8,RHS,Time,13,26174485,User,RouteSensor,2,Neo4j,4
8,ReCheck,Time,14,248110057,User,RouteSensor,2,Neo4j,4
8,LHS,Time,15,3311077,User,RouteSensor,2,Neo4j,5
8,RHS,Time,16,28474684,User,RouteSensor,2,Neo4j,5
8,ReCheck,Time,17,212741436,User,RouteSensor,2,Neo4j,5
8,Read,Time,1,5339669855,Repair,ConnectedSegments,2,EMFIncQuery,1
8,Check,Time,2,27882,Repair,ConnectedSegments,2,EMFIncQuery,1
8,LHS,Time,3,9901,Repair,ConnectedSegments,2,EMFIncQuery,1
8,RHS,Time,4,10615762,Repair,ConnectedSegments,2,EMFIncQuery,1
8,ReCheck,Time,5,2434,Repair,ConnectedSegments,2,EMFIncQuery,1
2,Read,Time,1,1532928106,Repair,RouteSensor,1,Sesame,1
2,Check,Time,2,259485546,Repair,RouteSensor,1,Sesame,1
2,LHS,Time,3,18427,Repair,RouteSensor,1,Sesame,1
2,RHS,Time,4,34747184,Repair,RouteSensor,1,Sesame,1
2,ReCheck,Time,5,77675794,Repair,RouteSensor,1,Sesame,1
2,Read,Time,1,7357373624,User,RouteSensor,1,Neo4j,1
2,Check,Time,2,2096292237,User,RouteSensor,1,Neo4j,1
2,LHS,Time,3,9876073,User,RouteSensor,1,Neo4j,1
2,RHS,Time,4,60460144,User,RouteSensor,1,Neo4j,1
2,ReCheck,Time,5,402481461,User,RouteSensor,1,Neo4j,1
2,LHS,Time,6,3657588,User,RouteSensor,1,Neo4j,2
2,RHS,Time,7,37967220,User,RouteSensor,1,Neo4j,2
2,ReCheck,Time,8,314177657,User,RouteSensor,1,Neo4j,2
2,LHS,Time,9,3257744,User,RouteSensor,1,Neo4j,3
2,RHS,Time,10,34374056,User,RouteSensor,1,Neo4j,3
2,ReCheck,Time,11,270853739,User,RouteSensor,1,Neo4j,3
2,LHS,Time,12,3227571,User,RouteSensor,1,Neo4j,4
2,RHS,Time,13,29667989,User,RouteSensor,1,Neo4j,4
2,ReCheck,Time,14,225861885,User,RouteSensor,1,Neo4j,4
2,LHS,Time,15,3003224,User,RouteSensor,1,Neo4j,5
2,RHS,Time,16,35154618,User,RouteSensor,1,Neo4j,5
2,ReCheck,Time,17,207143174,User,RouteSensor,1,Neo4j,5
4,Read,Time,1,1929465780,User,ConnectedSegments,2,Sesame,1
4,Check,Time,2,2129987628,User,ConnectedSegments,2,Sesame,1
4,LHS,Time,3,30131746,User,ConnectedSegments,2,Sesame,1
4,RHS,Time,4,37348841,User,ConnectedSegments,2,Sesame,1
4,ReCheck,Time,5,1729602234,User,ConnectedSegments,2,Sesame,1
4,LHS,Time,6,7276518,User,ConnectedSegments,2,Sesame,2
4,RHS,Time,7,20367093,User,ConnectedSegments,2,Sesame,2
4,ReCheck,Time,8,1598026730,User,ConnectedSegments,2,Sesame,2
4,LHS,Time,9,3657074,User,ConnectedSegments,2,Sesame,3
4,RHS,Time,10,5089802,User,ConnectedSegments,2,Sesame,3
4,ReCheck,Time,11,1592191595,User,ConnectedSegments,2,Sesame,3
4,LHS,Time,12,3692926,User,ConnectedSegments,2,Sesame,4
4,RHS,Time,13,6023080,User,ConnectedSegments,2,Sesame,4
4,ReCheck,Time,14,1544654651,User,ConnectedSegments,2,Sesame,4
4,LHS,Time,15,3703684,User,ConnectedSegments,2,Sesame,5
4,RHS,Time,16,56243798,User,ConnectedSegments,2,Sesame,5
4,ReCheck,Time,17,1552422459,User,ConnectedSegments,2,Sesame,5
2,Read,Time,1,1475061502,User,ConnectedSegments,1,Sesame,1
2,Check,Time,2,1348076308,User,ConnectedSegments,1,Sesame,1
2,LHS,Time,3,20436025,User,ConnectedSegments,1,Sesame,1
2,RHS,Time,4,59137134,User,ConnectedSegments,1,Sesame,1
2,ReCheck,Time,5,936723337,User,ConnectedSegments,1,Sesame,1
2,LHS,Time,6,14679405,User,ConnectedSegments,1,Sesame,2
2,RHS,Time,7,6150948,User,ConnectedSegments,1,Sesame,2
2,ReCheck,Time,8,884737846,User,ConnectedSegments,1,Sesame,2
2,LHS,Time,9,2425606,User,ConnectedSegments,1,Sesame,3
2,RHS,Time,10,6206983,User,ConnectedSegments,1,Sesame,3
2,ReCheck,Time,11,829223872,User,ConnectedSegments,1,Sesame,3
2,LHS,Time,12,2173784,User,ConnectedSegments,1,Sesame,4
2,RHS,Time,13,5231119,User,ConnectedSegments,1,Sesame,4
2,ReCheck,Time,14,862777558,User,ConnectedSegments,1,Sesame,4
2,LHS,Time,15,2153877,User,ConnectedSegments,1,Sesame,5
2,RHS,Time,16,11383237,User,ConnectedSegments,1,Sesame,5
2,ReCheck,Time,17,837480132,User,ConnectedSegments,1,Sesame,5
4,Read,Time,1,1989297402,Repair,ConnectedSegments,2,Sesame,1
4,Check,Time,2,2064855101,Repair,ConnectedSegments,2,Sesame,1
4,LHS,Time,3,25997,Repair,ConnectedSegments,2,Sesame,1
4,RHS,Time,4,8155697,Repair,ConnectedSegments,2,Sesame,1
4,ReCheck,Time,5,1636524133,Repair,ConnectedSegments,2,Sesame,1
2,Read,Time,1,7622091358,Repair,RouteSensor,3,Neo4j,1
2,Check,Time,2,2087126549,Repair,RouteSensor,3,Neo4j,1
2,LHS,Time,3,63399,Repair,RouteSensor,3,Neo4j,1
2,RHS,Time,4,33543788,Repair,RouteSensor,3,Neo4j,1
2,ReCheck,Time,5,423413062,Repair,RouteSensor,3,Neo4j,1
1,Read,Time,1,1125010083,User,ConnectedSegments,3,Sesame,1
1,Check,Time,2,821092619,User,ConnectedSegments,3,Sesame,1
1,LHS,Time,3,10507074,User,ConnectedSegments,3,Sesame,1
1,RHS,Time,4,29896967,User,ConnectedSegments,3,Sesame,1
1,ReCheck,Time,5,468733828,User,ConnectedSegments,3,Sesame,1
1,LHS,Time,6,7895062,User,ConnectedSegments,3,Sesame,2
1,RHS,Time,7,5177333,User,ConnectedSegments,3,Sesame,2
1,ReCheck,Time,8,402011557,User,ConnectedSegments,3,Sesame,2
1,LHS,Time,9,5568518,User,ConnectedSegments,3,Sesame,3
1,RHS,Time,10,5251549,User,ConnectedSegments,3,Sesame,3
1,ReCheck,Time,11,369368671,User,ConnectedSegments,3,Sesame,3
1,LHS,Time,12,2291056,User,ConnectedSegments,3,Sesame,4
1,RHS,Time,13,6904743,User,ConnectedSegments,3,Sesame,4
1,ReCheck,Time,14,389713475,User,ConnectedSegments,3,Sesame,4
1,LHS,Time,15,1480226,User,ConnectedSegments,3,Sesame,5
1,RHS,Time,16,8675757,User,ConnectedSegments,3,Sesame,5
1,ReCheck,Time,17,369560708,User,ConnectedSegments,3,Sesame,5
1,Read,Time,1,5750406765,Repair,PosLength,1,Neo4j,1
1,Check,Time,2,1823634521,Repair,PosLength,1,Neo4j,1
1,LHS,Time,3,68256,Repair,PosLength,1,Neo4j,1
1,RHS,Time,4,40855380,Repair,PosLength,1,Neo4j,1
1,ReCheck,Time,5,384853589,Repair,PosLength,1,Neo4j,1
8,Read,Time,1,12894340018,Repair,ConnectedSegments,2,Neo4j,1
8,Check,Time,2,8004990658,Repair,ConnectedSegments,2,Neo4j,1
8,LHS,Time,3,193525,Repair,ConnectedSegments,2,Neo4j,1
8,RHS,Time,4,65785901,Repair,ConnectedSegments,2,Neo4j,1
8,ReCheck,Time,5,3297745103,Repair,ConnectedSegments,2,Neo4j,1
4,Read,Time,1,8493342313,Repair,ConnectedSegments,2,Neo4j,1
4,Check,Time,2,5917643675,Repair,ConnectedSegments,2,Neo4j,1
4,LHS,Time,3,88258,Repair,ConnectedSegments,2,Neo4j,1
4,RHS,Time,4,68143757,Repair,ConnectedSegments,2,Neo4j,1
4,ReCheck,Time,5,2544276070,Repair,ConnectedSegments,2,Neo4j,1
8,Read,Time,1,3188224292,User,RouteSensor,1,Sesame,1
8,Check,Time,2,429159408,User,RouteSensor,1,Sesame,1
8,LHS,Time,3,1631016,User,RouteSensor,1,Sesame,1
8,RHS,Time,4,3249663,User,RouteSensor,1,Sesame,1
8,ReCheck,Time,5,122586831,User,RouteSensor,1,Sesame,1
8,LHS,Time,6,439212,User,RouteSensor,1,Sesame,2
8,RHS,Time,7,2167669,User,RouteSensor,1,Sesame,2
8,ReCheck,Time,8,77054584,User,RouteSensor,1,Sesame,2
8,LHS,Time,9,455525,User,RouteSensor,1,Sesame,3
8,RHS,Time,10,2058575,User,RouteSensor,1,Sesame,3
8,ReCheck,Time,11,69293017,User,RouteSensor,1,Sesame,3
8,LHS,Time,12,447317,User,RouteSensor,1,Sesame,4
8,RHS,Time,13,2194897,User,RouteSensor,1,Sesame,4
8,ReCheck,Time,14,73114031,User,RouteSensor,1,Sesame,4
8,LHS,Time,15,436990,User,RouteSensor,1,Sesame,5
8,RHS,Time,16,2191068,User,RouteSensor,1,Sesame,5
8,ReCheck,Time,17,66195489,User,RouteSensor,1,Sesame,5
2,Read,Time,1,2519594096,Repair,PosLength,3,EMFIncQuery,1
2,Check,Time,2,32515,Repair,PosLength,3,EMFIncQuery,1
2,LHS,Time,3,9579,Repair,PosLength,3,EMFIncQuery,1
2,RHS,Time,4,4421798,Repair,PosLength,3,EMFIncQuery,1
2,ReCheck,Time,5,2713,Repair,PosLength,3,EMFIncQuery,1
4,Read,Time,1,8391385002,Repair,PosLength,1,Neo4j,1
4,Check,Time,2,2481886499,Repair,PosLength,1,Neo4j,1
4,LHS,Time,3,89775,Repair,PosLength,1,Neo4j,1
4,RHS,Time,4,27934299,Repair,PosLength,1,Neo4j,1
4,ReCheck,Time,5,341817887,Repair,PosLength,1,Neo4j,1
8,Read,Time,1,12676733174,Repair,PosLength,1,Neo4j,1
8,Check,Time,2,2972545252,Repair,PosLength,1,Neo4j,1
8,LHS,Time,3,82175,Repair,PosLength,1,Neo4j,1
8,RHS,Time,4,28543198,Repair,PosLength,1,Neo4j,1
8,ReCheck,Time,5,653301705,Repair,PosLength,1,Neo4j,1
8,Read,Time,1,12769397271,User,RouteSensor,3,Neo4j,1
8,Check,Time,2,3293925286,User,RouteSensor,3,Neo4j,1
8,LHS,Time,3,16469228,User,RouteSensor,3,Neo4j,1
8,RHS,Time,4,25659255,User,RouteSensor,3,Neo4j,1
8,ReCheck,Time,5,844251276,User,RouteSensor,3,Neo4j,1
8,LHS,Time,6,7340798,User,RouteSensor,3,Neo4j,2
8,RHS,Time,7,19978115,User,RouteSensor,3,Neo4j,2
8,ReCheck,Time,8,462366847,User,RouteSensor,3,Neo4j,2
8,LHS,Time,9,7177447,User,RouteSensor,3,Neo4j,3
8,RHS,Time,10,22130955,User,RouteSensor,3,Neo4j,3
8,ReCheck,Time,11,325096913,User,RouteSensor,3,Neo4j,3
8,LHS,Time,12,5681603,User,RouteSensor,3,Neo4j,4
8,RHS,Time,13,20894722,User,RouteSensor,3,Neo4j,4
8,ReCheck,Time,14,245496878,User,RouteSensor,3,Neo4j,4
8,LHS,Time,15,3160204,User,RouteSensor,3,Neo4j,5
8,RHS,Time,16,27393373,User,RouteSensor,3,Neo4j,5
8,ReCheck,Time,17,215986681,User,RouteSensor,3,Neo4j,5
8,Read,Time,1,12699755281,Repair,RouteSensor,3,Neo4j,1
8,Check,Time,2,3308791615,Repair,RouteSensor,3,Neo4j,1
8,LHS,Time,3,85964,Repair,RouteSensor,3,Neo4j,1
8,RHS,Time,4,40865569,Repair,RouteSensor,3,Neo4j,1
8,ReCheck,Time,5,901768682,Repair,RouteSensor,3,Neo4j,1
4,Read,Time,1,8386928355,Repair,ConnectedSegments,1,Neo4j,1
4,Check,Time,2,5970944228,Repair,ConnectedSegments,1,Neo4j,1
4,LHS,Time,3,85270,Repair,ConnectedSegments,1,Neo4j,1
4,RHS,Time,4,60278496,Repair,ConnectedSegments,1,Neo4j,1
4,ReCheck,Time,5,2621161827,Repair,ConnectedSegments,1,Neo4j,1
2,Read,Time,1,3062293115,Repair,ConnectedSegments,3,EMFIncQuery,1
2,Check,Time,2,46743,Repair,ConnectedSegments,3,EMFIncQuery,1
2,LHS,Time,3,10532,Repair,ConnectedSegments,3,EMFIncQuery,1
2,RHS,Time,4,20850509,Repair,ConnectedSegments,3,EMFIncQuery,1
2,ReCheck,Time,5,2412,Repair,ConnectedSegments,3,EMFIncQuery,1
1,Read,Time,1,5667065339,User,ConnectedSegments,2,Neo4j,1
1,Check,Time,2,4090323862,User,ConnectedSegments,2,Neo4j,1
1,LHS,Time,3,27452317,User,ConnectedSegments,2,Neo4j,1
1,RHS,Time,4,62526560,User,ConnectedSegments,2,Neo4j,1
1,ReCheck,Time,5,1523328720,User,ConnectedSegments,2,Neo4j,1
1,LHS,Time,6,15023405,User,ConnectedSegments,2,Neo4j,2
1,RHS,Time,7,34162925,User,ConnectedSegments,2,Neo4j,2
1,ReCheck,Time,8,666753221,User,ConnectedSegments,2,Neo4j,2
1,LHS,Time,9,10443505,User,ConnectedSegments,2,Neo4j,3
1,RHS,Time,10,33464044,User,ConnectedSegments,2,Neo4j,3
1,ReCheck,Time,11,370704202,User,ConnectedSegments,2,Neo4j,3
1,LHS,Time,12,10712121,User,ConnectedSegments,2,Neo4j,4
1,RHS,Time,13,35916339,User,ConnectedSegments,2,Neo4j,4
1,ReCheck,Time,14,324445565,User,ConnectedSegments,2,Neo4j,4
1,LHS,Time,15,10082256,User,ConnectedSegments,2,Neo4j,5
1,RHS,Time,16,30467923,User,ConnectedSegments,2,Neo4j,5
1,ReCheck,Time,17,361282156,User,ConnectedSegments,2,Neo4j,5
8,Read,Time,1,3372654496,Repair,RouteSensor,3,EMFIncQuery,1
8,Check,Time,2,46473,Repair,RouteSensor,3,EMFIncQuery,1
8,LHS,Time,3,10267,Repair,RouteSensor,3,EMFIncQuery,1
8,RHS,Time,4,5090990,Repair,RouteSensor,3,EMFIncQuery,1
8,ReCheck,Time,5,2129,Repair,RouteSensor,3,EMFIncQuery,1
1,Read,Time,1,1911421443,Repair,PosLength,1,EMFIncQuery,1
1,Check,Time,2,87402,Repair,PosLength,1,EMFIncQuery,1
1,LHS,Time,3,10129,Repair,PosLength,1,EMFIncQuery,1
1,RHS,Time,4,2757822,Repair,PosLength,1,EMFIncQuery,1
1,ReCheck,Time,5,2120,Repair,PosLength,1,EMFIncQuery,1
4,Read,Time,1,2827030725,Repair,PosLength,2,EMFIncQuery,1
4,Check,Time,2,27531,Repair,PosLength,2,EMFIncQuery,1
4,LHS,Time,3,10340,Repair,PosLength,2,EMFIncQuery,1
4,RHS,Time,4,2560361,Repair,PosLength,2,EMFIncQuery,1
4,ReCheck,Time,5,2093,Repair,PosLength,2,EMFIncQuery,1
8,Read,Time,1,3221382524,User,ConnectedSegments,1,Sesame,1
8,Check,Time,2,4122878540,User,ConnectedSegments,1,Sesame,1
8,LHS,Time,3,38199031,User,ConnectedSegments,1,Sesame,1
8,RHS,Time,4,108170540,User,ConnectedSegments,1,Sesame,1
8,ReCheck,Time,5,3643400507,User,ConnectedSegments,1,Sesame,1
8,LHS,Time,6,30569021,User,ConnectedSegments,1,Sesame,2
8,RHS,Time,7,43305061,User,ConnectedSegments,1,Sesame,2
8,ReCheck,Time,8,3524233415,User,ConnectedSegments,1,Sesame,2
8,LHS,Time,9,8458861,User,ConnectedSegments,1,Sesame,3
8,RHS,Time,10,5351703,User,ConnectedSegments,1,Sesame,3
8,ReCheck,Time,11,3510899613,User,ConnectedSegments,1,Sesame,3
8,LHS,Time,12,8338425,User,ConnectedSegments,1,Sesame,4
8,RHS,Time,13,5392493,User,ConnectedSegments,1,Sesame,4
8,ReCheck,Time,14,3454975183,User,ConnectedSegments,1,Sesame,4
8,LHS,Time,15,8289715,User,ConnectedSegments,1,Sesame,5
8,RHS,Time,16,41432856,User,ConnectedSegments,1,Sesame,5
8,ReCheck,Time,17,3499094192,User,ConnectedSegments,1,Sesame,5
2,Read,Time,1,1547758814,Repair,ConnectedSegments,3,Sesame,1
2,Check,Time,2,1348474109,Repair,ConnectedSegments,3,Sesame,1
2,LHS,Time,3,19931,Repair,ConnectedSegments,3,Sesame,1
2,RHS,Time,4,34905679,Repair,ConnectedSegments,3,Sesame,1
2,ReCheck,Time,5,879936116,Repair,ConnectedSegments,3,Sesame,1
8,Read,Time,1,3447949865,User,PosLength,1,EMFIncQuery,1
8,Check,Time,2,34430,User,PosLength,1,EMFIncQuery,1
8,LHS,Time,3,21994720,User,PosLength,1,EMFIncQuery,1
8,RHS,Time,4,2780746,User,PosLength,1,EMFIncQuery,1
8,ReCheck,Time,5,2620,User,PosLength,1,EMFIncQuery,1
8,LHS,Time,6,11284316,User,PosLength,1,EMFIncQuery,2
8,RHS,Time,7,1039498,User,PosLength,1,EMFIncQuery,2
8,ReCheck,Time,8,2159,User,PosLength,1,EMFIncQuery,2
8,LHS,Time,9,11224815,User,PosLength,1,EMFIncQuery,3
8,RHS,Time,10,930049,User,PosLength,1,EMFIncQuery,3
8,ReCheck,Time,11,2220,User,PosLength,1,EMFIncQuery,3
8,LHS,Time,12,2883311,User,PosLength,1,EMFIncQuery,4
8,RHS,Time,13,954845,User,PosLength,1,EMFIncQuery,4
8,ReCheck,Time,14,2021,User,PosLength,1,EMFIncQuery,4
8,LHS,Time,15,2592909,User,PosLength,1,EMFIncQuery,5
8,RHS,Time,16,849831,User,PosLength,1,EMFIncQuery,5
8,ReCheck,Time,17,2403,User,PosLength,1,EMFIncQuery,5
4,Read,Time,1,1991336659,Repair,PosLength,2,Sesame,1
4,Check,Time,2,587085114,Repair,PosLength,2,Sesame,1
4,LHS,Time,3,20241,Repair,PosLength,2,Sesame,1
4,RHS,Time,4,6181149,Repair,PosLength,2,Sesame,1
4,ReCheck,Time,5,149706856,Repair,PosLength,2,Sesame,1
1,Read,Time,1,1199100848,Repair,PosLength,3,Sesame,1
1,Check,Time,2,377801660,Repair,PosLength,3,Sesame,1
1,LHS,Time,3,19446,Repair,PosLength,3,Sesame,1
1,RHS,Time,4,23546783,Repair,PosLength,3,Sesame,1
1,ReCheck,Time,5,125431727,Repair,PosLength,3,Sesame,1
2,Read,Time,1,1467029027,User,RouteSensor,2,Sesame,1
2,Check,Time,2,263598056,User,RouteSensor,2,Sesame,1
2,LHS,Time,3,1337203,User,RouteSensor,2,Sesame,1
2,RHS,Time,4,4191896,User,RouteSensor,2,Sesame,1
2,ReCheck,Time,5,79196311,User,RouteSensor,2,Sesame,1
2,LHS,Time,6,175116,User,RouteSensor,2,Sesame,2
2,RHS,Time,7,2521489,User,RouteSensor,2,Sesame,2
2,ReCheck,Time,8,69729384,User,RouteSensor,2,Sesame,2
2,LHS,Time,9,174406,User,RouteSensor,2,Sesame,3
2,RHS,Time,10,2772499,User,RouteSensor,2,Sesame,3
2,ReCheck,Time,11,54754454,User,RouteSensor,2,Sesame,3
2,LHS,Time,12,195287,User,RouteSensor,2,Sesame,4
2,RHS,Time,13,2459879,User,RouteSensor,2,Sesame,4
2,ReCheck,Time,14,44116182,User,RouteSensor,2,Sesame,4
2,LHS,Time,15,160511,User,RouteSensor,2,Sesame,5
2,RHS,Time,16,2553961,User,RouteSensor,2,Sesame,5
2,ReCheck,Time,17,35844576,User,RouteSensor,2,Sesame,5
2,Read,Time,1,2526373495,User,PosLength,2,EMFIncQuery,1
2,Check,Time,2,64947,User,PosLength,2,EMFIncQuery,1
2,LHS,Time,3,8735044,User,PosLength,2,EMFIncQuery,1
2,RHS,Time,4,3147958,User,PosLength,2,EMFIncQuery,1
2,ReCheck,Time,5,2241,User,PosLength,2,EMFIncQuery,1
2,LHS,Time,6,7166301,User,PosLength,2,EMFIncQuery,2
2,RHS,Time,7,1527654,User,PosLength,2,EMFIncQuery,2
2,ReCheck,Time,8,1982,User,PosLength,2,EMFIncQuery,2
2,LHS,Time,9,7217414,User,PosLength,2,EMFIncQuery,3
2,RHS,Time,10,1573498,User,PosLength,2,EMFIncQuery,3
2,ReCheck,Time,11,1801,User,PosLength,2,EMFIncQuery,3
2,LHS,Time,12,7221417,User,PosLength,2,EMFIncQuery,4
2,RHS,Time,13,1464641,User,PosLength,2,EMFIncQuery,4
2,ReCheck,Time,14,1793,User,PosLength,2,EMFIncQuery,4
2,LHS,Time,15,7308951,User,PosLength,2,EMFIncQuery,5
2,RHS,Time,16,1434775,User,PosLength,2,EMFIncQuery,5
